industry,year,quarter,AFDAR,AFDATTAR,ALCR,ARGYoY,ATDR,BDR,BEP,BEPR,CASA,CDCR,CDGYoY,CFFSTS,CFM,CFOGYoY,CFOTTE,CIC,CLGYoY,CROA,CROFA,CashR,CurrentR,DTAR,DTER,DTTCR,DTTNWR,EBIT,EBITDA,EBITDAGYoY,EBITGYoY,EGYoY,EQR,ER,FASFR,FCF,FITNRR,FL,GPGYoY,GPM,GSR,IBPGYoY,ICR,IGYoY,IIGYoY,LTASFR,LTDCR,LTDGYoY,LTDTECR,LTDTER,NIIGYoY,NIM,NRGYoY,OEGYoY,OPM,PFR,POCOGS,POOE,PSR,PTPGYoY,QR,ROA,ROE,ROFA,ROI,ROIC,ROLTOA,ROS,RTPR,RTSR,RTTAR,SG&AEGYoY,STDGYoY,STDTAR,STDTER,TAGYoY,TAT,TIE,TOIGYoY
Automobiles and Parts,2017,0,-0.0042376691600893275,-0.0003143564397026354,,0.04553245581886375,1.4279536660977667,,0.01852899645722767,0.019865472248623072,,0.0666062150499384,,0.21912104980256522,0.21536833182027373,-0.2641995721819261,0.16566729155476392,-1.8404528643645115,,0.047506370439469044,0.1901790453167132,0.31529728919782213,1.7731331397738628,0.7003028345679766,2.3367015619199036,0.7003028345679766,2.341089558122634,199535.550524,560104.294465,0.16227216538690722,-0.3434340712236212,0.2740372818685029,1.6037349029150973,0.2996971654320233,1.1991844509387894,2669760.6703170002,0.017424650832245592,0.7003028345679766,-0.19691287296147822,0.29030262747343794,1.4279536660977667,,-1.1877762293470167,0.16657475130889882,,1.0848253057858463,1.378572778335809,0.23774301500173164,2.0181201527047268,2.0181201527047268,,,-0.21839215649163218,,0.1696351026171176,0.9045220546988719,-0.23902456058588353,-0.2190766602065104,-0.4090512924402474,-0.2494719202498577,1.726038665628919,0.029622333686893675,0.09219123631333666,0.11858508845260281,0.02762945220078081,0.0,0.03436020516877947,0.136631714758013,0.17015950944836458,0.3668382036489625,0.1191631867953861,-0.11446387216838289,-0.9359910385063208,0.09547794530112802,0.318581409215177,0.1554717679125969,0.21680422981851236,-1.1877762293470167,
Automobiles and Parts,2017,1,-0.004930029934764115,-0.0003844376733804284,,,1.3737332788114254,,0.012025381993199044,0.012332744278810037,,0.0031157993574822546,,0.034602311310923846,0.034395176136796095,,0.008342092984865516,0.4767202564635416,,0.0022685051653204193,0.008832514829250418,0.36571152831284165,1.5255939811979284,0.7279433463715861,2.6757049925558545,0.7279433463715861,2.6781233130970508,117954.20555399999,192290.72962499998,,,,0.16583480392869887,0.27205665362841397,1.2451940399568244,248324.838208,0.00602221582770608,0.7279433463715861,,0.35904337415393145,1.3737332788114254,,-2.8448140043820036,,,1.1085435247938042,1.3328277274020395,,2.094251596767327,2.094251596767327,,,,,0.2552801071016039,0.8418117349008956,-0.39827984735259103,-0.36951974433798424,-0.5601679734256448,,1.4940933128915082,0.013679306825699684,0.04902796794487537,0.053260923642108216,0.013338384893283942,0.0,0.018364309510261793,0.2086553032968954,0.24040807966019975,1.2198391456236317,0.17500346200261266,,,0.15818826509910452,0.5814533957885275,,0.06555935367832666,-2.8448140043820036,
Automobiles and Parts,2017,2,-0.0056786333181847535,-0.0003784917581764195,,,1.332840370251381,,0.001541787336500542,0.0015932003183450655,,0.05512443425467232,,0.9666746073932713,0.9345163406006624,,0.15656991380791438,-7.709823308134264,,0.04077023311653277,0.15627187107146098,0.3684105598127672,1.1694004850770465,0.7502773942924572,3.0044432387956435,0.7502773942924572,3.006414764691985,15360.612610000004,92052.346937,,,,7.827493045535803,0.2497226057075428,1.1428844000025693,612446.448568,0.034411668791087355,0.7502773942924572,,0.2987875175521352,1.332840370251381,,-0.34035844797810866,,,1.0330955988826618,1.3828779569364986,,2.3329321329905386,2.3329321329905386,,,,,0.14306528992859813,0.8323084968967959,-0.20402558926100556,-0.1819471491432217,-0.42610125323082804,,1.140937638773054,0.005208593975025625,0.02018444145539358,0.0199644854568841,0.005040511314992232,0.0,0.006520520250071209,0.12349734477817105,0.18445658094041495,1.633035504519195,0.13839360290807026,,,0.16769150310320424,0.6715111058051049,,0.04217575676935751,-0.34035844797810866,
Automobiles and Parts,2017,3,-0.0059004192890198615,-0.0003533206233333472,,,1.4193050633337585,,0.0009628395078475441,0.0010279894215300177,,-0.04591499711221969,,-0.862190184643386,-0.8303599238109837,,-0.115520265254825,9.051303187228456,,-0.03285597314865777,-0.13251436602180947,0.20591815642974415,1.4312777457449006,0.7045701631269695,2.3848984604414842,0.7045701631269695,2.3862377132853885,10276.030947,83798.164552,,,,-7.621325331456501,0.2954298368730306,1.1634447122428753,483153.797457,0.03833308896498243,0.7045701631269695,,0.27811843437718015,1.4193050633337585,,-0.2519071484674587,,,1.058496574582282,1.420904265400097,,1.9840392071802009,1.9840392071802009,,,,,0.13247589522389644,0.8815742161999742,-0.18351472254260964,-0.16606038186775632,-0.385268785936135,,1.3915214495554493,0.004311057686128025,0.013667677922006622,0.017387312607541557,0.0040378398589315375,0.0,0.005032604210844576,0.11312864195479949,0.1614714968799625,1.6776818137951328,0.11376799889707113,,,0.1184257838000258,0.4008592532612834,,0.03810757038744005,-0.2519071484674587,
Automobiles and Parts,2017,4,-0.0042376691600893275,-0.0003143564397026354,,,1.4279536660977667,,0.0051950600860845375,0.005569773959872785,,0.054554258496531144,,0.5121860503639705,0.5084720467968388,,0.13569088471882984,-8.625307297319784,,0.038910405151285604,0.1557673978479742,0.31529728919782213,1.7731331397738628,0.7003028345679766,2.3367015619199036,0.7003028345679766,2.341089558122634,55944.701413,191963.053351,,,,5.325278238771279,0.2996971654320233,1.1991844509387894,1325835.586084,0.007304243351288301,0.7003028345679766,,0.2353773066009442,1.4279536660977667,,-1.3778007638816354,,,1.0848253057858463,1.378572778335809,,2.0181201527047268,2.0181201527047268,,,,,0.13196745740586222,0.9045220546988719,-0.172591604388844,-0.15999428619014983,-0.3078345812031778,,1.726038665628919,0.007306736550964432,0.022740175813605684,0.029250565109235488,0.006815166232763477,0.0,0.008475394601217365,0.09618014822867717,0.17015950944836458,1.0468978364156052,0.1191631867953861,,,0.09547794530112802,0.318581409215177,,0.07596927937345234,-1.3778007638816354,
Automobiles and Parts,2018,0,-0.015558464110653189,-0.00228843785825518,,0.9942576858667584,1.4127098818249704,,-0.004193823423669236,-0.004205914399173058,,0.043032247611782495,,0.28797362008122696,0.2648787418563261,-0.3142394527816374,0.1023921771556622,-1.345502771844505,,0.030298662194593998,0.11546387557499518,0.08603936949893072,1.3173273459450094,0.7078594217152199,2.4230095862451346,0.7078594217152199,2.4275115263643756,-45423.721563,133694.645564,-0.7613040162605745,-1.2276472610705853,-0.019577124049312097,4.98207609171783,0.29214057828478024,1.1949260238982191,891864.1360770001,0.08719038025870668,0.7078594217152199,-0.5067254970329732,0.2744326278443728,1.4127098818249704,,0.32559140129828146,0.6244992782843158,,1.05290983036482,1.4497515004615844,0.025565752543092547,1.8994881787274072,1.8994881787274072,,,-0.47820022202976437,,0.0795055657091868,0.847058153263309,-0.10957709615990507,-0.08987813719489221,-0.3782317650655184,-0.7439974261142265,1.2698417358251668,0.006081533408323949,0.020757302947718825,0.02317585549665561,0.006064050486778952,0.0,0.007980840855490012,0.05780193131934543,0.2471118586692904,1.40201268375823,0.17492045737661702,0.2840932738472559,2.202911776016068,0.152941846736691,0.5235214075177275,0.005782759013731674,0.10521332539434633,0.32559140129828146,
Automobiles and Parts,2018,1,-0.0025759753794010946,-0.00032016071098465065,,,1.4407733278844068,,-0.002498167482626342,-0.00247531539460734,,-0.0006496215733999727,,-0.01589870276398918,-0.015633474193563982,,-0.0014958718436794691,1.1277401833061311,,-0.0004529264051616493,-0.0017832278601086387,0.20826069360896798,2.4570870080890463,0.694071704858927,2.2687398187175494,0.694071704858927,2.2727699886593626,-26414.613600000004,66803.404109,,,,-0.6250211722837344,0.30592829514107306,1.265800470399518,115901.308337,0.016965427335044397,0.694071704858927,,0.24643281952285837,1.4407733278844068,,0.6981205746544606,,,1.1422422752210106,1.3125075831291095,,2.0031985150889526,2.0031985150889526,,,,,0.04278949386064887,0.9187634016913654,-0.05678258683393766,-0.05026662453306168,-0.3270216988043756,,2.3984796370993604,0.000724657700005143,0.0023905854560295125,0.0028530679266319716,0.0007313477329521534,0.0,0.0009450727592891344,0.025437062725247667,0.2405656136173789,4.322842069561241,0.1669697855738481,,,0.08123659830863465,0.2655413036285968,,0.02848826170821527,0.6981205746544606,
Automobiles and Parts,2018,2,-0.002290743742137488,-0.00031189098669130835,,,1.4302731428480815,,0.0012874592144300557,0.0012925277705045373,,0.005053893782207246,,0.13142049209889584,0.127731208596684,,0.011777425363457217,-0.25513214861382144,,0.0035363750339270604,0.013412487334904537,0.3393861212879472,2.463613894164243,0.6991671520928618,2.324105086784546,0.6991671520928618,2.328347477542064,13974.021346000005,51250.337868,,,,1.1408653719718271,0.30083284790713827,1.283410065458879,202956.17460899998,0.028883180099398418,0.6991671520928618,,0.4584573745857414,1.4302731428480815,,-0.45874465863279046,,,1.154999726341286,1.2910798568574022,,2.0358435445301253,2.0358435445301253,,,,,0.16370462565310873,0.9132814593014988,-0.3022931491826358,-0.219911055186124,-0.8465767108083869,,2.4245178395197167,0.0030997303632898667,0.010263423731054462,0.011756415493374927,0.0030875749902908207,0.0,0.004065657811855628,0.11519369009487403,0.25100893010958286,5.079693303017496,0.17549719881459325,,,0.08671854069850131,0.28826154225442085,,0.026908855517493318,-0.45874465863279046,
Automobiles and Parts,2018,3,-0.005570603975200296,-0.0008013195334737286,,,1.4421817216311819,,0.0017034506211566355,0.0017040881216794494,,0.023839829426493344,,1.0885981134361085,0.7317141599813949,,0.05479978506745605,-3.9750500599288654,,0.016612715321959855,0.06298709497496471,0.2415526354581357,1.313483065623769,0.6933938941265657,2.261513651697451,0.6933938941265657,2.2656162844583063,18357.899822,36731.561665999994,,,,4.555557465928174,0.30660610587343434,1.2705086944149502,257885.121071,0.4877368417522328,0.6933938941265657,,0.2713105189779995,1.4421817216311819,,-0.5103273936608482,,,1.0240337927692633,1.4683719280532717,,1.9854566307222612,1.9854566307222612,,,,,0.32816126638007675,0.9153592317997762,-0.4503444538815416,-0.3448624128960169,-0.3723266577108832,,1.278988890119368,0.0036466920780188405,0.011889286541287509,0.013826429684194836,0.0036453278480375957,0.0,0.0042355228747238405,0.2389604612778848,0.253165448367206,9.429591941359938,0.17554337610163498,,,0.08464076820022383,0.27605702097518947,,0.015260650479654614,-0.5103273936608482,
Automobiles and Parts,2018,4,-0.015558464110653189,-0.00228843785825518,,,1.4127098818249704,,-0.004740149048819111,-0.004753815104883911,,0.01510463197121111,,0.30468549117686106,0.30043779400428844,,0.035940399084426616,-2.259270264553592,,0.010635050852981297,0.040528660326180244,0.08603936949893072,1.3173273459450094,0.7078594217152199,2.4230095862451346,0.7078594217152199,2.4275115263643756,-51341.02913,-21090.658078000004,,,,-7.7343859725909585,0.29214057828478024,1.1949260238982191,315121.53206,0.014138358280290093,0.7078594217152199,,0.15635640373105636,1.4127098818249704,,1.4568776801091141,,,1.05290983036482,1.4497515004615844,,1.8994881787274072,1.8994881787274072,,,,,-0.06430513114846255,0.847058153263309,0.07622310112096534,0.06492497295364433,-0.18533466551817665,,1.2698417358251668,-0.0013750349272288306,-0.004693226959687036,-0.005240061779927367,-0.001371082038024692,0.0,-0.0018044684108671153,-0.039393623780427114,0.2471118586692904,4.226052549089196,0.17492045737661702,,,0.152941846736691,0.5235214075177275,,0.034905012417568514,1.4568776801091141,
Automobiles and Parts,2019,0,-0.020873446842787358,-0.0031833997972754006,,0.05476282650198325,1.4120075368284546,,-0.0166060429038152,-0.01674809312643528,,0.009166868618684095,,0.06403917180976375,0.058504768281310605,-0.7833120445595094,0.022230492850337173,0.7228619790003217,,0.006490481930741342,0.016345148272838148,0.08803615146748901,1.4524162600050665,0.7082115172317883,2.427140065683713,0.7082115172317883,2.5304762146483872,-182965.38355,38988.22842100001,-0.7083785348581052,3.0279699076668103,0.016029842065809898,1.5875968216906695,0.2917884827682117,1.237453491186127,255675.415065,0.09459747796695592,0.7082115172317883,0.09826702786867866,0.3093156676461229,1.4120075368284546,,0.715129236027075,-0.5134306669771223,,1.0748658048776898,1.4171819939193333,0.01915682593102722,1.9110210828443879,1.9110210828443879,,,-0.025589913286733695,,0.06822498403037111,0.8494024250694406,-0.09877882099606616,-0.08467791754983577,-0.44783941542725303,-0.22536093918497344,1.4293495899094308,0.004088243212675037,0.013892146904542815,0.010295528467631859,0.004053568467669657,0.0,0.005442162446718426,0.04033717561966829,0.2556261115278983,1.5176267993083867,0.18103735628923523,-0.2952563237453261,0.0597877163247992,0.15059757493055942,0.5161189828393253,0.017255865617861608,0.10135174686552971,0.715129236027075,
Automobiles and Parts,2019,1,-0.01593553850226274,-0.002294695967860095,,,1.4117668122736007,,-0.006948541829337111,-0.006939053837493071,,-0.0006452904359914143,,-0.015516082167177852,-0.015425063329628293,,-0.001565331510756076,1.079839522207991,,-0.00045692727086738997,-0.0011173713098303062,0.09140346915783068,1.3541033300918677,0.708332276482357,2.4285590052253765,0.708332276482357,2.5404638609801706,-75055.10201500001,-21461.18086600001,,,,0.36101012354877016,0.2916677235176429,1.2001967171319696,654.1498749999992,0.005900710785072236,0.708332276482357,,0.24516033748976326,1.4117668122736007,,1.2124702951287816,,,1.0555213837476642,1.4420399862645596,,1.915327061447173,1.915327061447173,,,,,-0.03901336480192849,0.8503068073216764,0.051684306932400254,0.04576967154650162,-0.3247846525108086,,1.3222432600011407,-0.0012656910182344567,-0.004345429871534999,-0.003095124587771723,-0.0012674216383361768,0.0,-0.0016679870290265198,-0.04297963174731228,0.24437518787144524,4.88314905685191,0.1730988331407845,,,0.1496931926783235,0.5132319437782035,,0.029448624075603124,1.2124702951287816,
Automobiles and Parts,2019,2,-0.01537577355060796,-0.002281683361163031,,,1.4086186494269943,,-0.006334230901291187,-0.006343592697652733,,0.0016653059796477932,,0.0456001632808527,0.04434175327354924,,0.004055211053355805,0.8203639272656743,,0.0011805169317608778,0.0029137280217375354,0.07974149884529887,1.3142626996841922,0.7099153489177398,2.4472696030939836,0.7099153489177398,2.5579903147560406,-68809.78662,-12501.208097999996,,,,24.3647005885945,0.2900846510822602,1.2014331448428541,30712.866865000004,0.02837979814510695,0.7099153489177398,,0.30265133779257575,1.4086186494269943,,0.9652873657074366,,,1.0505831393091387,1.4484618833203289,,1.9167015588431733,1.9167015588431733,,,,,0.01060307224734549,0.8460903540081065,-0.01520483629205219,-0.013777596848560085,-0.4340028943836319,,1.2988546421209994,4.84519367462901e-05,0.00016678039252103022,0.00011958809061259293,4.838043197182545e-05,0.0,6.360666235538532e-05,0.0018715667411976675,0.2490888923059102,5.740556270635797,0.17683202789288355,,,0.15390964599189347,0.5305680442508102,,0.025888436506028293,0.9652873657074366,
Automobiles and Parts,2019,3,-0.014772178563455234,-0.0022527301633692345,,,1.406955886638365,,-0.0008430866165337729,-0.0008497158977059863,,0.00782720800911591,,0.23531206862413814,0.17638540290686275,,0.01909986366764864,0.036020105205300613,,0.005551981577018053,0.013878953273670325,0.09562550486704575,1.3077159247925259,0.7107543381401223,2.4572687921053094,0.7107543381401223,2.5651583107945286,-9276.298535000002,45058.30698,,,,1.9382983447542184,0.28924566185987766,1.2206790355342043,82605.090022,0.33407903798247174,0.7107543381401223,,0.20320448010943085,1.406955886638365,,0.14753453885125106,,,1.0511398782353978,1.4505813607524474,,1.9056188346486274,1.9056188346486274,,,,,0.20566964382884842,0.8404376429404685,-0.2581209842358235,-0.22792744127622866,-0.2550271368711243,,1.2847442365677684,0.002864358622625796,0.009825597937040086,0.007160380295031524,0.002842011578468208,0.0,0.003764752506246834,0.12140136695725051,0.2528561138023126,6.514219067033918,0.17971857981024617,,,0.1595623570595314,0.5516499574566823,,0.02359412166779335,0.14753453885125106,
Automobiles and Parts,2019,4,-0.020873446842787358,-0.0031833997972754006,,,1.4120075368284546,,-0.002706861128858,-0.002730015966418222,,0.0003144146097460812,,0.009716106093511933,0.009384639981789367,,0.0007624841180504633,0.9593224401302979,,0.00022261716930889905,0.0005606225669004914,0.08803615146748901,1.4524162600050665,0.7082115172317883,2.427140065683713,0.7082115172317883,2.5304762146483872,-29824.196379999998,27892.310405,,,,0.09157718078147578,0.2917884827682117,1.237453491186127,141703.308303,0.0353200668715866,0.7082115172317883,,0.5076265137732966,1.4120075368284546,,0.49884017600245734,,,1.0748658048776898,1.4171819939193333,,1.9110210828443879,1.9110210828443879,,,,,0.1278998240411891,0.8494024250694406,-0.25976180200389637,-0.18607662373029565,-1.0309785721068871,,1.4293495899094308,0.002430924029427318,0.008260456135751873,0.006121858765648899,0.0024103059628244037,0.0,0.0032359824931057395,0.10609745801955617,0.2556261115278983,6.71320358260848,0.18103735628923523,,,0.15059757493055942,0.5161189828393253,,0.022912179752499286,0.49884017600245734,
